policy,n_seeds,CustomHopper-target-v0_mean,CustomHopper-target-v0_std,CustomHopper-target-v0_ep_len,Hopper-Target-Mass-Easy-v0_mean,Hopper-Target-Mass-Easy-v0_std,Hopper-Target-Mass-Easy-v0_ep_len,Hopper-Target-Mass-Medium-v0_mean,Hopper-Target-Mass-Medium-v0_std,Hopper-Target-Mass-Medium-v0_ep_len,Hopper-Target-Mass-Hard-v0_mean,Hopper-Target-Mass-Hard-v0_std,Hopper-Target-Mass-Hard-v0_ep_len,Hopper-Target-Fric-Easy-v0_mean,Hopper-Target-Fric-Easy-v0_std,Hopper-Target-Fric-Easy-v0_ep_len,Hopper-Target-Fric-Medium-v0_mean,Hopper-Target-Fric-Medium-v0_std,Hopper-Target-Fric-Medium-v0_ep_len,Hopper-Target-Fric-Hard-v0_mean,Hopper-Target-Fric-Hard-v0_std,Hopper-Target-Fric-Hard-v0_ep_len,Hopper-Target-Both-Easy-v0_mean,Hopper-Target-Both-Easy-v0_std,Hopper-Target-Both-Easy-v0_ep_len,Hopper-Target-Both-Medium-v0_mean,Hopper-Target-Both-Medium-v0_std,Hopper-Target-Both-Medium-v0_ep_len,Hopper-Target-Both-Hard-v0_mean,Hopper-Target-Both-Hard-v0_std,Hopper-Target-Both-Hard-v0_ep_len
OPTIMIZED_Hopper-MassFric-Uni-80-v1,2,1425.9,87.04,500.0,1421.04,81.59,500.0,1419.81,83.56,500.0,1396.31,77.81,500.0,1417.4,87.09,500.0,1496.03,86.25,500.0,444.21,31.77,165.0,1414.67,83.54,500.0,1493.44,84.18,500.0,345.32,10.48,138.7
