#{"t_start": 1775763895.0344586, "env_id": "Hopper-MassFric-Uni-10-v0"}
r,l,t
8.547024,12,2.45539588.043427,15,2.46339687.512484,12,2.47039518.353011,43,2.596469
2.286517,10,2.60247
9.180822,21,2.612472
9.72.98652,52,2.5209313.7.989368,12,2.526937114.288298,79,2.666469
14.517784,15,2.673467
11.078707,23,2.68547815.245979,10,2.690483
29.700273,29,2.704016
5.665382,9,2.709015
6.738625,11,2.714016
10.336783,14,2.721032
75.876784,77,2.758567
29.409278,27,2.771567
7.551036,11,2.776567
24.176976,22,2.788584
7.743407,13,2.795115
3.658664,13,2.801116
41.148973,31,2.816118
39.463349,35,2.833119
5.86346,10,2.838117
10.325202,21,2.851119
14.660096,22,2.863117
10.151294,16,2.871118
15.487329,22,2.883135
8.95694,14,2.890132
24.21416,22,2.901671
5.444626,9,2.905671
12.029784,19,2.915671
9.982073,26,2.92967
3.984566,8,2.93367
10.463139,20,2.944673
14.457066,20,2.956668
8.912885,24,2.969671
34.693564,34,2.989689
3.919492,14,2.997222
10.276817,13,3.004228
12.334034,20,3.014231
11.731195,29,3.030226
12.904121,17,3.039223
21.878944,28,3.053222
13.452048,17,3.062226
13.49396,15,3.070225
17.510548,25,3.085241
6.382227,26,3.098781
13.512092,15,3.106782
9.90968,14,3.11378
15.815719,23,3.125781
6.369118,12,3.132781
6.542944,13,3.138781
8.273865,21,3.150778
10.528657,33,3.167783
15.599061,17,3.176782
9.243986,13,3.183799
10.457658,23,3.195329
52.812066,45,3.217347
15.470579,20,3.228338
32.292487,28,3.243607
15.107837,43,3.267617
5.109043,32,3.283631
8.067714,13,3.290634
46.144309,39,3.31017
8.021796,11,3.315172
5.189578,8,3.320164
7.686813,13,3.326169
13.808519,22,3.33717
11.172421,16,3.345171
7.762606,11,3.351169
8.335147,12,3.35717
7.158493,10,3.362169
16.541133,22,3.373168
10.056419,20,3.382181
25.371493,26,3.395721
7.051279,11,3.401722
22.409444,22,3.412722
3.365416,9,3.417723
9.692879,19,3.426722
9.127892,11,3.432722
20.283407,19,3.44272461.2565,43,3.345188
6.016499,10,3.35119
6.089461,9,3.357188
20.377542,34,3.377204
14.787678,23,3.38974
13.381053,20,3.40074
32.32356,30,3.41474
6.949474,12,3.419732
37.782251,46,3.435266
7.498442,12,3.439266
6.564567,11,3.442262
12.28574,29,3.451267
6.065012,10,3.454267
20.109581,40,6.182761
9.083176,13,6.1913
124.883387,77,6.233298
10.828434,13,6.240301
15.145381,19,6.250302
101.357918,66,6.285306
13.087894,19,6.300788
32.057993,33,6.318788
10.344866,14,6.325788
17.164575,22,6.337784
35.153143,29,6.353791
6.021105,10,6.358791
7.441461,11,6.364787
7.244011,10,6.37079
6.741785,10,6.375808
16.760168,25,6.383808
19.961065,22,6.394344
11.12146.838691,95,6.5163.23897.714816,60,6.545878
36.362112,32,6.561868
16.316723,22,6.573866
14.018026,27,6.586893
17.411285,36,6.605108
44.130525,38,6.624109
11.424793,16,6.632105
11.225533,13,6.639109
6.685598,9,6.643109
18.980661,20,6.654109
30.624791,35,6.671109
5.289044,8,6.675109
3.33815,12,6.681111
87.835999,59,6.710255
17.064606,19,6.719285
49.436893,53,6.745826
13.425577,21,6.755822
73.964476,47,6.77882
18.779515,22,6.790837
11.863298,27,6.804382
11.785095,31,6.819373
12.426529,20,6.829369
10.219651,31,6.844365
8.129986,16,6.85136
182.553638,121,6.910583
11.25105,21,6.921583
8.551849,15,6.92858
17.273894,22,6.941575
15.231336,18,6.951572
7.621932,14,6.959569
70.804277,57,6.994582
15.575693,36,7.015107
41.453987,53,7.04511
9.607916,21,7.05611
80.363878,47,7.085122
30.410918,26,7.099643
24.769751,26,7.11365
79.764855,63,7.149652
5.837298,9,7.154653
8.981897,14,7.161655
10.469441,13,7.169655
6.56238,14,7.177653
11.927432,20,7.188659
12.151661,27,7.204195
19.749888,31,7.220211
17.544603,17,7.227207
17.665639,25,7.29.416902,45,7.142208
9.41331162.863844,73,7.30111
9.361782,15,7.313109
31.445889,42,8.126238
69.500645,44,8.147232
5.222197,28,8.162234
24.230909,31,8.177231
30.518788,24,8.1112.52631,75,8.111248
156.066311,97,8.162447
34.031856,35,8.181465
50.788127,36,8.199993
12.609022,26,8.212999
7.397228,12,8.220002
57.011882,48,8.248
103.444513,64,8.286998
70.06427,41,8.307523
15.951302,25,8.320526
140.653912,85,8.366523
27.851394,25,8.380532
13.282245,25,8.395042
10.042312,12,8.400046
9.883071,18,8.410052
5.28534,18,8.419052
22.086434,23,8.43005
10.230745,16,8.438054
30.50412,25,8.449055
37.24541,37,8.469054
25.833199,29,8.483073
68.7056,55,8.510589
73.350561,49,8.535601
13.035335,18,8.544595
13.325658,15123.98916720.252831,23,8142.743247,80,8.699351
19.29283232.838956,129,8.643384
46.111709,46,8.667386
11.954667,14,8.674383
38.080951,35,8.691913
21.238177,39,8.71293
71.835115,50,8.741931
87.380356,66,8.77995
10.828828,13,8.786947
20.662745,33,8.804488
145.179596,105,8.86349
96.271917,53,8.895694
48.46125,33,8.913701
26.378233,27,8.928698
13.915576,15,8.9377
14.503002,21,8.948698
101.005925,66,8.985707
24.248464,30,9.002242
25.393038,53,9.030244
16.737946,18,9.039247
55.236275,39,9.058246
8.90374,12,9.064236
7.454273,12,9.070237
26.699282,29,9.086249
24.296455,25,9.100777
90.510714,54,9.132067
69.454326,44,9.155066
19.474795,28,9.170066
132.500625,71,9.981732
69.730918,42,10.004847
126.352866,69,10.041852
129.767253,74,10.080869
169.882072,99,10.133925
92.328624,65,10.167928
152.027755,77,10.209141
160.071333,77,10.250133
88.781248,52,10.27614
65.364438,52,10.301691
135.49826,91,10.347691
39.625598,34,10.367692
86.814238,65,10.397238
125.685745,64,10.422235
89.161011,50,10.447236
32.040849,26,10.460225
144.506009,94,10.515763
34.240176,43,10.538769
25.783835,32,10.556772
113.616145,88,10.603325
47.458334,43,10.62434
155.53007,77,10.667867
111.197891,63,10.70341
113.57268,83,10.746399
121.352927,70,10.784427
186.187555,113,10.842953
207.950988,98,10.890972
115.771237,67,10.925514
107.784314,77,10.96451
226.516722,139,11.75904
35.789571,29,11.773043
118.35002,64,11.799137
184.48581,103,11.849143
196.461265,89,11.893158
72.518942,54,11.92025
120.302648,65,11.953252
55.01191,34,11.97025
228.154588,125,12.033796
162.489959,80,12.079817
59.489231,45,12.105333
63.237396,38,12.124348
100.988357,58,12.152872
144.832408,86,12.187893
32.48883,28,12.204437
101.926352,59,12.235435
59.51464,47,12.262438
84.199698,52,12.292457
146.632284,74,12.33298
114.589225,62,12.360979
197.364077,93,12.398515
7.304223,12,12.403511
161.267165,85,12.430512
204.725177,94,12.467502
134.991724,72,12.516055
154.834402,76,12.567052
56.761155,36,12.593061
128.422522,68,12.64811
81.413306,47,12.674116
5.914187,13,12.681131
127.980365,66,12.715653
83.050206,47,12.739655
192.992398,98,12.790661
231.864982,119,13.593121
156.55452,105,13.651364
58.346679,36,13.671359
138.710123,71,13.710473
81.953971,47,13.735476
78.85966,45,13.761468
123.527452,66,13.797022
81.856826,51,13.828019
62.906411,38,13.847018
192.223188,103,13.894044
69.995695,42,13.915576
209.015345,105,13.96958
46.18086,35,13.989599
91.647056,51,14.015856
84.917553,50,14.041858
43.672778,34,14.059857
105.869117,57,14.091876
166.986949,83,14.134953
167.210282,83,14.181978
64.330975,39,14.202404
52.071749,32,14.218409
197.952784,106,14.277411
81.646647,49,14.306966
73.4852,56,14.341965
142.85101,71,14.378961
92.91791,53,14.396489
148.14829,76,14.437505
66.196086,47,14.466507
239.773396,117,14.534051
66.671314,41,14.558049
154.838734,84,14.605577
59.313549,36,14.625592
87.574082,51,15.345234
96.58515,57,15.37324
72.317569,43,15.397782
74.513966,46,15.419785
77.016903,49,15.445788
213.368868,103,15.498337
152.658012,83,15.537342
81.902863,48,15.56334
53.820841,34,15.581336
89.611944,50,15.608885
236.588313,122,15.674425
188.086476,91,15.72398
202.936969,96,15.771969
45.972861,34,15.788995
57.217481,35,15.809119
148.245894,86,15.862118
216.387367,104,15.899246
64.286531,37,15.912244
145.288841,79,15.948245
10.437322,12,15.955246
209.835823,93,16.00447
170.140267,80,16.038473
144.654379,78,16.080476
138.611282,73,16.11768
209.596771,107,16.175819
118.038972,69,16.21297
215.906694,105,1193.912924,103,17.091123
216.938606,100,17.145316
218.127849,101,17.199319
228.031765,112,17.256642
223.676921,108,17.314828
183.527928,88,17.361832
