#{"t_start": 1774300805.2802181, "env_id": "Hopper-MassFric-Uni-10-v0"}
r,l,t
17.614243,30,0.044162
11.569306,21,0.065784
26.050078,27,0.085351
6.524763,12,0.098372
7.652078,14,0.112921
20.184701,20,0.133997
5.30353,9,0.139531
8.180741,15,0.151007
7.704966,13,0.163541
5.900009,13,0.176607
45.89534,32,0.21018
4.097079,11,0.221725
14.077395,15,0.236784
9.678126,17,0.254347
7.087408,15,0.268034
19.113717,21,0.291118
5.938535,11,0.301657
9.666808,16,0.318753
15.985544,26,0.346095
8.300688,11,0.357603
13.472296,22,0.380664
65.120337,52,0.430864
7.272639,10,0.441411
16.844766,18,0.460202
15.009976,27,0.490086
19.729217,22,0.512186
8.80388,14,0.525249
9.928388,15,0.539819
11.424803,17,0.557897
4.528111,10,0.564425
7.207532,21,0.580518
22.030824,32,0.602614
2.858145,9,0.610159
9.090539,12,0.622706
10.938476,33,0.660493
9.110969,14,0.674036
9.42575,12,0.687104
9.124964,12,0.69865
8.156735,16,0.716726
11.45544,17,0.732847
22.499221,30,0.763078
8.204438,11,0.773624
13.930133,22,0.796875
10.543432,21,0.813433
7.60568,34,0.847547
7.583807,11,0.857073
19.77785,18,0.873637
9.148869,12,0.886708
6.871474,13,0.900265
9.560159,21,0.913803
14.356338,19,0.931502
7.116898,14,0.946563
7.883227,11,0.955568
29.484526,33,0.988707
12.761954,22,1.009773
21.387723,28,1.034432
10.052081,21,1.05603
9.977424,18,1.07113
55.737116,47,1.100768
9.028719,14,1.111907
12.40383,21,1.131996
8.625028,14,1.142543
5.120677,24,1.165149
5.559644,8,1.173908
18.379868,23,1.196522
8.406749,19,1.21962
16.95709,17,1.237695
22.625201,26,1.266176
10.503615,25,1.293927
2.856701,26,1.311005
7.536576,11,1.318545
6.008145,11,1.326058
5.907454,12,1.338637
15.060371,22,1.356704
57.452601,64,1.408144
6.801168,14,1.421692
12.421229,24,1.445882
21.508742,31,1.476533
10.249082,14,1.491089
6.491795,10,1.501637
7.23728,12,1.514177
10.398644,13,1.522709
7.173305,18,1.535769
11.799054,17,1.554418
7.027687,11,1.569031
7.045802,10,1.583149
8.686979,18,1.60024
15.605604,22,1.617903
8.491406,16,1.628466
16.308478,17,1.64552
7.722966,12,1.657595
8.458082,30,1.686213
6.039462,10,1.695738
8.423319,24,1.712305
4.395063,8,1.717842
14.617759,24,1.739515
13.470494,22,1.75884
6.698011,13,1.766941
8.704094,15,1.780084
5.191458,20,1.793618
6.029055,16,1.806686
7.548947,13,1.818235
8.542153,11,1.824236
8.403195,12,1.832775
42.060922,33,1.862565
12.501393,29,1.881581
8.167989,11,1.888129
9.843951,15,1.898673
17.962046,28,3.201857
84.170759,51,3.247516
8.386182,12,3.255576
118.82328,75,3.331401
7.014041,10,3.341909
15.5705,27,3.368052
8.669212,13,3.380599
6.919932,10,3.390141
179.622,95,3.482561
39.496898,40,3.519715
10.43137,15,3.531265
13.345839,16,3.54381
128.306024,84,3.623155
10.958716,14,3.637858
6.888281,19,3.657479
9.177076,23,3.681572
22.363801,20,3.702659
24.143807,30,3.732289
15.778346,21,3.753909
17.972336,29,3.786051
10.569429,16,3.802619
12.99144,28,3.831268
16.271118,21,3.852893
9.342311,14,3.868987
11.256589,17,3.89108
7.700955,12,3.903614
14.156704,25,3.929224
5.511219,10,3.938765
12.342146,24,3.961376
56.963848,45,4.0111
11.83218,20,4.030182
5.444448,9,4.037328
64.181829,52,4.083579
25.871131,33,4.115726
27.430447,31,4.146381
25.695321,25,4.172005
72.59309,55,4.231267
7.486881,14,4.243807
15.301796,17,4.25941
8.501953,12,4.27295
15.061728,22,4.295041
9.331883,12,4.307121
10.128347,12,4.319677
10.356694,13,4.33223
10.412089,13,4.345284
19.014495,20,4.36591
24.99051,38,4.403185
6.187977,10,4.41172
7.767647,15,4.426796
79.579497,47,4.475181
12.88558,16,4.492052
8.347316,11,4.503597
9.051512,13,4.517671
55.160912,40,4.559382
15.191057,18,4.57801
7.876477,12,4.591556
19.451155,20,4.611637
105.602628,58,4.663892
6.290676,14,4.673437
18.348298,26,4.696037
14.507475,34,4.730677
8.812273,24,4.753259
187.625471,107,4.848246
8.612589,12,4.859318
62.899437,62,4.919111
16.85199,28,4.945192
14.364194,28,4.973343
7.853113,11,4.985402
10.333542,16,5.000982
4.651684,9,5.007121
3.02034,14,5.019682
12.108467,18,5.037778
93.9569,57,5.087026
49.016915,44,5.125722
15.196184,24,5.149836
43.930556,56,6.471026
86.176406,50,6.512202
55.596802,40,6.54283
7.356792,10,6.549362
165.378862,102,6.631299
11.584485,16,6.645341
8.72823,12,6.658409
15.531288,23,6.6855
10.773823,14,6.700592
20.826404,41,6.743322
5.649536,9,6.751375
4.076921,7,6.758934
84.997409,49,6.812247
151.842534,101,6.912834
127.177481,65,6.982816
20.117368,45,7.027461
72.552159,44,7.068679
12.012808,27,7.09327
102.251811,82,7.168023
99.841902,54,7.221691
30.068384,38,7.258417
10.813425,15,7.273961
36.021113,32,7.306119
34.964304,29,7.323699
6.380727,9,7.329242
104.729766,61,7.370929
11.79693,28,7.394008
6.605487,13,7.409092
8.855803,15,7.424634
61.712064,40,7.463022
37.381018,29,7.493588
8.140682,22,7.515685
23.01157,23,7.533778
20.976257,27,7.559939
16.003648,18,7.578576
13.68672,22,7.601319
82.869726,60,7.664121
115.793971,87,7.749614
9.648215,11,7.761695
78.30529,52,7.811893
30.227775,25,7.837518
201.008904,116,7.940443
54.14435,47,7.986014
44.148443,33,8.017873
13.75572,24,8.040971
106.287094,77,8.103837
40.930025,36,8.130457
31.659449,40,8.167867
88.688681,61,8.227106
24.814262,41,8.270366
40.947777,36,8.306527
106.19155,62,9.599976
97.850512,60,9.660564
26.710289,37,9.697733
50.98865,43,9.737535
16.663734,17,9.753621
35.679398,31,9.783026
