#{"t_start": 1776029484.4618192, "env_id": "Hopper-MassFric-Uni-80-v0"}
r,l,t
66.937763,13,1.0012316.7.722462,12,1.003232109.824474,16,1.006231
819.10852,30,1.011513
13.586229,13,1.01651
24.221044,32,3.009986
6.258614,14,3.158522
17.462394,23,3.398484
6.66943,11,3.520281
7.033546,10,3.624796
25.467522,26,3.897138
12.87659,27,4.181716
27.554657,28,4.475188
14.113771,36,4.850844
44.600278,57,5.441691
10.359053,15,5.59825
93.309032,96,6.602631
160.588515,124,7.933828
9.374995,12,8.059383
12.868776,34,8.41598
10.667711,29,8.726077
10.339117,37,9.113254
172.151676,115,10.316604
175.355873,110,11.471102
125.041716,58,12.088523
78.274404,51,12.67176
103.326263,64,13.790084
211.924744,157,17.652308
98.519832,71,19.363845
72.013011,40,20.325788
116.827701,74,22.064637
137.271256,74,23.999598
232.367566,97,26.153722
225.559334,112,28.573788
80.534287,49,29.600616
232.31624,123,32.191427
188.972973,94,34.240054
252.997481,124,36.897841
269.998416,133,40.059902
200.177625,104,42.301759
238.812488,117,44.657641
152.082318,85,46.501326
192.005334,98,48.645702
181.084804,91,50.66436
354.140669,143,54.083622
333.681789,149,57.778493
324.121109,151,61.178957
322.447867,134,64.433695
306.604735,131,67.467673
227.550225,100,69.646344
56.315757,37,70.468556
295.399093,121,73.230661
282.692054,118,76.169072
283.369321,117,78.75784
65.216207,45,79.824673
277.751161,114,82.64866
55.729144,34,83.649054
330.142564,135,87.068118
288.676165,111,89.54393
304.168547,118,91.99013
279.865636,121,94.675977
331.535784,153,98.283684
303.155089,127,101.201574
290.056156,123,103.982543
334.41125,136,107.052026
311.069408,136,110.311582
300.516347,139,113.543927
300.964494,127,116.520375
268.681767,112,119.031214
272.933838,121,121.706101
308.700078,131,124.468023
335.818957,144,127.65049
293.408799,133,130.507853
326.060533,126,133.158237
384.285781,143,136.307951
368.712406,141,139.80593
349.221161,138,142.752696
327.597644,133,145.858028
464.547416,162,149.209343
296.592651,118,151.797223
347.569719,127,154.568081
480.324053,160,157.672635
357.979546,138,160.747218
392.117733,142,163.873365
356.370301,135,166.686687
398.662503,148,169.966189
339.392632,131,172.609475
332.632064,130,175.830616
343.054757,129,178.964049
372.322076,137,182.070272
354.255732,137,185.267255
342.783105,134,188.42183
315.957899,121,191.378358
430.525413,168,194.843333
327.095516,129,197.865561
326.498227,128,200.452589
369.102871,142,203.473231
356.518712,137,206.930961
409.278939,156,210.418535
216.067325,147,212.26434
250.515633,125,213.927754
320.272852,146,216.733905
311.598084,135,219.859325
380.684327,148,223.5104
369.260293,140,227.025006
344.152777,140,230.508299
280.230128,116,233.282975
314.523736,124,236.235302
361.767258,133,239.444149
323.153206,127,242.684772
347.770474,143,246.093461
397.607862,149,249.745693
329.798944,135,253.325541
340.391463,137,256.932188
312.55255,127,259.995333
300.918016,129,263.075383
314.279965,130,266.283568
405.828924,152,270.291426
402.139103,153,274.227871
349.560544,128,277.607955
329.152942,139,281.272763
320.318877,162,285.507808
315.00159,132,288.970014
308.88286,125,291.940377
285.062699,124,295.035229
355.62494,150,299.000311
414.243741,161,303.03371
329.759399,136,306.309032
284.90529,127,309.349075
281.357731,107,312.091352
333.370641,130,315.197447
364.308548,139,318.62142
329.622779,131,321.861776
371.971782,138,325.502925
391.176948,135,328.731444
414.38748,140,332.167905
276.223125,123,335.106119
283.614261,131,338.217814
324.252154,121,341.104721
419.443334,147,344.635478
320.100563,123,347.886669
266.938971,99,350.512836
384.547441,133,353.700348
329.165242,119,356.672089
345.113006,133,360.151686
315.247351,125,363.130176
275.756599,118,366.151806
464.667523,184,371.0174
330.837056,125,373.991475
175.701009,93,376.473964
398.35332,133,379.967044
380.802732,134,383.552172
396.719012,151,387.346506
379.514427,133,390.860488
350.003445,127,394.202077
320.776735,141,397.715105
360.667482,129,401.080609
326.453675,128,404.143904
329.534135,124,407.107029
257.429775,103,409.545552
329.75595,144,412.98056
313.936835,121,415.956347
279.248957,130,419.345119
245.785493,123,422.50215
280.768161,122,425.494247
300.016775,115,428.529705
331.225163,121,431.687316
335.772838,132,434.830705
318.295002,119,437.988475
264.9285,119,441.121371
294.235715,115,444.137773
428.135782,146,447.925618
270.802013,114,450.847929
256.770835,119,453.775538
234.904845,98,456.19348
288.563793,122,459.280646
225.313045,100,461.886207
224.950957,92,464.315375
244.038193,104,467.056815
233.938839,104,469.779024
227.085112,96,472.172377
226.611265,90,474.572927
232.964732,103,477.059263
249.061114,107,479.596746
234.639838,97,481.91024
207.699766,90,484.053531
199.477916,82,486.013409
214.083991,100,488.422033
220.810416,98,490.763452
210.709982,94,492.996447
267.007948,120,496.058809
233.9792,108,498.922998
237.177929,106,501.450313
228.741025,101,503.978586
229.225531,99,506.621395
